year,FDI_Pct_GDP,GDP_USD,Inflation_Pct
2023-03-31,0.280991103634816,18270356654533.2,0.234836828893051
2023-04-30,0.280991103634816,18270356654533.2,0.234836828893051
2023-05-31,0.280991103634816,18270356654533.2,0.234836828893051
2023-06-30,0.280991103634816,18270356654533.2,0.234836828893051
2023-07-31,0.280991103634816,18270356654533.2,0.234836828893051
2023-08-31,0.280991103634816,18270356654533.2,0.234836828893051
2023-09-30,0.280991103634816,18270356654533.2,0.234836828893051
2023-10-31,0.280991103634816,18270356654533.2,0.234836828893051
2023-11-30,0.280991103634816,18270356654533.2,0.234836828893051
2023-12-31,0.280991103634816,18270356654533.2,0.234836828893051
2024-01-31,0.0989988051182737,18743803170827.2,0.218128938439177
