Date,EXPOSURE_RATIO
2018-03-23,88.96175594573364
2018-03-26,89.92674677374842
2018-03-27,90.17998919804938
2018-03-28,89.65926185887675
2018-03-29,89.6476931157774
2018-04-02,89.62765650913892
2018-04-03,89.87225959554681
2018-04-04,88.84508042621822
2018-04-05,88.3373851549004
2018-04-06,88.38970700504889
2018-04-09,89.02772182157237
2018-04-10,90.40289600938377
2018-04-11,90.99290194594808
2018-04-12,90.58842692819583
2018-04-13,89.64951755248909
2018-04-16,87.81630803762978
2018-04-17,86.92371326145489
2018-04-18,86.65626096554952
2018-04-19,87.43683188350495
2018-04-20,86.94837415274827
2018-04-23,86.90519463773205
2018-04-24,89.19295633734905
2018-04-25,88.23427343430575
2018-04-26,87.74010818902573
2018-04-27,87.80769570046584
2018-04-30,88.60150231647495
2018-05-01,88.35014018690886
2018-05-02,88.70095717540688
2018-05-03,88.32641091741704
2018-05-04,87.36644432599897
2018-05-07,86.604137511718
2018-05-08,87.87636784715235
2018-05-09,87.86893857743934
2018-05-10,88.15640927742933
2018-05-11,88.14447929919439
2018-05-14,88.96232734323584
2018-05-15,88.06875479017995
2018-05-16,89.14910381645237
2018-05-17,87.73741717686724
2018-05-18,88.14132670194293
2018-05-21,88.19603112194774
2018-05-22,87.98393507361504
2018-05-23,86.79259511718644
2018-05-24,86.43992651539075
2018-05-25,86.46284507452468
2018-05-29,85.59399950621575
2018-05-30,84.85148020288847
2018-05-31,86.07487142474332
2018-06-01,86.29664819373042
2018-06-04,87.14203992730319
2018-06-05,87.24203005545832
2018-06-06,87.79685854478532
2018-06-07,87.26625913850611
2018-06-08,86.54226156438916
2018-06-11,86.0867055333639
2018-06-12,85.86815352778797
2018-06-13,84.81388126447695
2018-06-14,84.33213464136364
2018-06-15,83.97342848899845
2018-06-18,83.13986546090982
2018-06-19,82.22553564236695
2018-06-20,81.62916751785146
2018-06-21,80.19707499739731
2018-06-22,81.04120473175644
2018-06-25,80.39376452700549
2018-06-26,80.12343440766988
2018-06-27,78.52977091916846
2018-06-28,78.77138155821956
2018-06-29,79.79084719109404
2018-07-02,77.99001629142273
2018-07-03,78.24780665863823
2018-07-05,77.37484039361208
2018-07-06,77.43917686943496
2018-07-09,78.36137266756567
2018-07-10,77.71919667801261
2018-07-11,76.7088797131478
2018-07-12,77.42616384424163
2018-07-13,77.29316788004036
2018-07-16,76.47870964083688
2018-07-17,76.04483775612722
2018-07-18,75.56259779321297
2018-07-19,74.48137988717583
2018-07-20,76.34969791291701
2018-07-23,76.02819765392637
2018-07-24,78.11606605736971
2018-07-25,78.55562911681011
2018-07-26,77.2302439952445
2018-07-27,77.73922655283998
2018-07-30,77.93153577283917
2018-07-31,78.10431777548506
2018-08-01,76.49525482547426
2018-08-02,75.11754773798901
2018-08-03,74.85034036423598
2018-08-06,74.16980596325824
2018-08-07,75.56609488680834
2018-08-08,75.2978690084435
2018-08-09,76.4964653044172
2018-08-10,76.08741960306834
2018-08-13,75.26617672358414
2018-08-14,74.6292762245437
2018-08-15,72.56281163825754
2018-08-16,72.6720178631604
2018-08-17,73.37137151931411
2018-08-20,73.47916173776385
2018-08-21,74.62666078313622
2018-08-22,75.19907031298288
2018-08-23,73.99475089877097
2018-08-24,74.63834294932354
2018-08-27,75.35740801294398
2018-08-28,74.9561815489764
2018-08-29,75.28085982377135
2018-08-30,73.40045893347781
